"pack","used","x","y"
"Bow Valley",0,581162.625311085,5669881.79890798
"Bow Valley",0,574133.561996597,5680633.07386737
"Bow Valley",0,579058.545659707,5672528.84965286
"Bow Valley",0,589120.172617153,5679762.41643065
"Bow Valley",0,594821.06918956,5671562.8792351
"Bow Valley",0,575452.661198347,5676320.90039647
"Bow Valley",0,581655.622221312,5677300.88182827
"Bow Valley",0,574771.634055326,5682760.53596062
"Bow Valley",0,572551.962387754,5676528.76582249
"Bow Valley",0,576537.755377688,5682749.37043761
"Bow Valley",0,586919.099422551,5670661.4347623
"Bow Valley",0,586029.184490392,5682419.08897552
"Bow Valley",0,594707.986226065,5665492.11676203
"Bow Valley",0,597433.873221022,5670148.60221513
"Bow Valley",0,594860.837060065,5663540.00385348
"Bow Valley",0,582813.831878225,5670136.86472324
"Bow Valley",0,571418.294337291,5686542.75495569
"Bow Valley",0,591854.577567734,5677711.46787524
"Bow Valley",0,586423.662794566,5667323.48794912
"Bow Valley",0,592490.584644221,5669544.98748207
"Bow Valley",0,594166.002117935,5665963.78528124
"Bow Valley",0,562940.379336116,5684230.54401316
"Bow Valley",0,594421.123850666,5674763.07118883
"Bow Valley",0,589070.044058115,5670339.81603175
"Bow Valley",0,587537.473690331,5675465.07998476
"Bow Valley",0,569302.446159014,5677062.37201631
"Bow Valley",0,595001.736513084,5674332.14850378
"Bow Valley",0,571783.328878189,5688355.1972768
"Bow Valley",0,587735.037984313,5681762.84384053
"Bow Valley",0,584478.494134136,5677087.2117049
"Bow Valley",0,566417.379607266,5681071.53954171
"Bow Valley",0,576083.122528264,5674678.59950392
"Bow Valley",0,566047.042184349,5690549.34381053
"Bow Valley",0,588257.189651536,5667017.07538359
"Bow Valley",0,592575.865091795,5665104.37325189
"Bow Valley",0,590406.199401814,5681793.57095442
"Bow Valley",0,584590.400597121,5669727.31524158
"Bow Valley",0,565924.92391856,5689202.06011391
"Bow Valley",0,589835.544360691,5673195.3363847
"Bow Valley",0,594503.794004642,5674184.63473175
"Bow Valley",0,588287.580963203,5678301.69615185
"Bow Valley",0,592690.492352579,5674265.7505965
"Bow Valley",0,577121.751330027,5677609.2287014
"Bow Valley",0,589803.195949293,5679163.59141671
"Bow Valley",0,592622.280063028,5677179.23500966
"Bow Valley",0,579270.242300445,5675826.31760201
"Bow Valley",0,584145.726452625,5679523.38252056
"Bow Valley",0,581248.016297816,5677475.96481253
"Bow Valley",0,580671.339070545,5675585.71653596
"Bow Valley",0,591483.486837379,5674774.5523723
"Bow Valley",0,569357.685395299,5679919.41652209
"Bow Valley",0,578385.353417404,5676059.69674135
"Bow Valley",0,583818.471248447,5675112.13399204
"Bow Valley",0,598461.485265267,5667769.20326632
"Bow Valley",0,576279.467841633,5677717.53171035
"Bow Valley",0,593257.617429007,5679291.96221927
"Bow Valley",0,574742.840855488,5676890.62302994
"Bow Valley",0,583451.357515751,5667372.36664398
"Bow Valley",0,595033.251812825,5674842.61030494
"Bow Valley",0,569002.066563799,5683619.07732956
"Bow Valley",0,569160.756721126,5679084.20068069
"Bow Valley",0,571213.715320582,5685512.3857494
"Bow Valley",0,578755.86041118,5685253.71014315
"Bow Valley",0,591878.976999979,5678226.67300002
"Bow Valley",0,593032.514430951,5677303.17949602
"Bow Valley",0,589474.749397105,5680736.32957308
"Bow Valley",0,585363.347510766,5666933.73481531
"Bow Valley",0,567615.744768913,5678728.79361684
"Bow Valley",0,588460.375485122,5667206.79789483
"Bow Valley",0,571152.479879088,5686071.60813288
"Bow Valley",0,568827.739708232,5683289.31789882
"Bow Valley",0,576629.782200621,5684963.52103705
"Bow Valley",0,583202.468263599,5677918.34447842
"Bow Valley",0,579913.092781008,5674499.14326252
"Bow Valley",0,575264.998473946,5676372.25341833
"Bow Valley",0,584366.914421016,5677288.12206744
"Bow Valley",0,586885.016641396,5667640.73858948
"Bow Valley",0,587542.592722026,5677392.72778248
"Bow Valley",0,567223.876015526,5686047.22357633
"Bow Valley",0,587348.661442602,5670175.77640993
"Bow Valley",0,591076.231328862,5680117.6405708
"Bow Valley",0,563658.895848291,5686063.17846212
"Bow Valley",0,583089.933722531,5677736.44659355
"Bow Valley",0,593145.39068299,5677167.53956592
"Bow Valley",0,587212.246013196,5668023.91410966
"Bow Valley",0,564692.42214374,5684752.22880789
"Bow Valley",0,569938.104585792,5683944.43399819
"Bow Valley",0,578193.408364679,5682776.45115011
"Bow Valley",0,582519.073359449,5680385.60954534
"Bow Valley",0,598359.055142612,5666546.1726681
"Bow Valley",0,594035.512763552,5673133.05579673
"Bow Valley",0,591563.517614485,5677799.45799264
"Bow Valley",0,576248.972597467,5686264.13763614
"Bow Valley",0,580865.121787581,5681584.6990382
"Bow Valley",0,582237.75233492,5678807.50810456
"Bow Valley",0,597061.928274411,5666671.90452871
"Bow Valley",0,584867.217411029,5670135.8525316
"Bow Valley",0,590572.178239651,5679236.33543048
"Bow Valley",0,597758.997481257,5669735.62082753
"Bow Valley",0,566012.999016918,5692161.97989653
"Bow Valley",0,572523.084201491,5675979.12604869
"Bow Valley",0,565093.145687381,5686749.67807552
"Bow Valley",0,585941.283411026,5681918.24514724
"Bow Valley",0,583861.136872033,5682049.94882165
"Bow Valley",0,566434.475764931,5681620.15069658
"Bow Valley",0,571844.91744374,5678314.41044366
"Bow Valley",0,574746.884181885,5682355.34754213
"Bow Valley",0,577054.310289008,5681983.96272969
"Bow Valley",0,594390.608471927,5663420.08629002
"Bow Valley",0,596951.137252794,5669085.55818897
"Bow Valley",0,575716.938027091,5675924.32313996
"Bow Valley",0,580259.827817633,5682361.40540498
"Bow Valley",0,571927.825061586,5679051.18332518
"Bow Valley",0,574738.022382983,5678967.46182916
"Bow Valley",0,587324.402331902,5673072.10515613
"Bow Valley",0,576361.133967294,5677477.2159517
"Bow Valley",0,586943.381341947,5675068.7861898
"Bow Valley",0,592776.018067918,5679499.81105409
"Bow Valley",0,594190.158126337,5674566.54634153
"Bow Valley",0,563995.199087434,5684774.08629195
"Bow Valley",0,569719.860293738,5683256.74114379
"Bow Valley",0,565612.369478314,5686338.50135893
"Bow Valley",0,586351.02942816,5667688.80938257
"Bow Valley",0,583379.701078134,5683245.6297845
"Bow Valley",0,572245.949586417,5682502.24087588
"Bow Valley",0,595786.710023974,5671039.61222547
"Bow Valley",0,591604.417539129,5662612.10449434
"Bow Valley",0,591338.58314735,5665675.74084465
"Bow Valley",0,597470.496191806,5669716.51295758
"Bow Valley",0,573764.662631382,5677106.30606956
"Bow Valley",0,578779.017285086,5677985.84942086
"Bow Valley",0,593561.802790621,5675182.0117544
"Bow Valley",0,574934.03635853,5686784.05605219
"Bow Valley",0,576213.653925803,5678228.54523314
"Bow Valley",0,576927.177649358,5687477.1793754
"Bow Valley",0,586728.362050959,5676418.84273391
"Bow Valley",0,568239.260282834,5685462.34721688
"Bow Valley",0,565782.016103046,5685851.04240496
"Bow Valley",0,597824.279604909,5670940.27223599
"Bow Valley",0,575918.708594193,5687045.92858649
"Bow Valley",0,582534.815353466,5681579.62761072
"Bow Valley",0,586279.023300897,5680304.10739349
"Bow Valley",0,580635.438733435,5680039.9427646
"Bow Valley",0,590732.304208767,5672368.74836063
"Bow Valley",0,577764.516125048,5681037.4753369
"Bow Valley",0,593466.986717585,5668930.54547844
"Bow Valley",0,584468.10115513,5670963.58487828
"Bow Valley",0,567595.946680873,5689803.85791073
"Bow Valley",0,580936.170736114,5684376.31159675
"Bow Valley",0,576042.078760272,5683024.38381015
"Bow Valley",0,590627.669551353,5680944.07576053
"Bow Valley",0,573003.482750273,5676937.14224626
"Bow Valley",0,572513.94275574,5675367.47832286
"Bow Valley",0,583878.316373198,5680991.4163269
"Bow Valley",0,597540.500178716,5672762.10032442
"Bow Valley",0,590547.685352925,5673868.92113661
"Bow Valley",0,579071.465711156,5685235.16225479
"Bow Valley",0,597915.420034721,5669833.79872014
"Bow Valley",0,592562.59662659,5669593.68966735
"Bow Valley",0,587550.6545649,5669729.07106546
"Bow Valley",0,582771.727855423,5680763.49951318
"Bow Valley",0,595646.343438026,5674018.23174728
"Bow Valley",0,579600.25685873,5682214.81049908
"Bow Valley",0,571445.626696947,5675083.06584875
"Bow Valley",0,582153.879515976,5682814.66253554
"Bow Valley",0,573429.845610373,5675520.89730869
"Bow Valley",0,594131.415920018,5667862.46348514
"Bow Valley",0,568773.475714116,5682714.85347399
"Bow Valley",0,583080.501968395,5669958.77368553
"Bow Valley",0,569210.44751924,5689813.98176563
"Bow Valley",0,574029.495520406,5684637.12656304
"Bow Valley",0,570562.982539161,5679243.10787671
"Bow Valley",0,564154.100902469,5682648.71357132
"Bow Valley",0,590053.916949476,5668183.96381095
"Bow Valley",0,576178.878275885,5674759.91032955
"Bow Valley",0,595168.421363086,5668779.80969914
"Bow Valley",0,578240.76331636,5681298.1056049
"Bow Valley",0,583803.269567098,5678498.00946131
"Bow Valley",0,580120.682877683,5675848.87858014
"Bow Valley",0,575005.484887455,5682150.50932641
"Bow Valley",0,583889.895762698,5667810.88213469
"Bow Valley",0,578124.295253978,5679571.87043844
"Bow Valley",0,562753.669621958,5685295.23763818
"Bow Valley",0,575740.654299562,5674562.76691119
"Bow Valley",0,570820.05060522,5678446.30690528
"Bow Valley",0,566297.814525946,5687378.31120181
"Bow Valley",0,581614.247176671,5671931.52500961
"Bow Valley",0,585518.203727275,5671583.29028415
"Bow Valley",0,591255.0864272,5680203.48222723
"Bow Valley",0,572537.999786636,5678978.39312972
"Bow Valley",0,590196.244357955,5677272.59487548
"Bow Valley",0,598252.935097265,5668633.06761046
"Bow Valley",0,594261.848890605,5667032.48950165
"Bow Valley",0,576432.04083775,5684429.60143484
"Bow Valley",0,586463.828191806,5671270.65326669
"Bow Valley",0,583882.147919541,5678589.99079632
"Bow Valley",0,591579.431905916,5674659.17055713
"Bow Valley",0,563118.868481596,5690217.85044945
"Bow Valley",0,578341.739493876,5674081.16750246
"Bow Valley",0,565973.832789129,5684928.47912722
"Bow Valley",0,587547.716201854,5682938.40437119
"Bow Valley",0,573752.505360408,5674221.85402313
"Bow Valley",0,573280.211999761,5678907.25492059
"Bow Valley",0,575964.752019631,5679247.93362896
"Bow Valley",0,583114.754818529,5673614.07975157
"Bow Valley",0,596296.979173251,5669891.92125912
"Bow Valley",0,588207.013683617,5679067.78291603
"Bow Valley",0,563624.868979028,5684095.68987036
"Bow Valley",0,593694.817740562,5676196.95320905
"Bow Valley",0,577487.445129632,5680446.56154715
"Bow Valley",0,584526.807112226,5671914.03740457
"Bow Valley",0,570202.476756633,5688105.78861263
"Bow Valley",0,574936.831970599,5686403.06473389
"Bow Valley",0,578056.167557599,5675060.89347393
"Bow Valley",0,594371.111904363,5665905.29792823
"Bow Valley",0,591124.090352727,5674977.25454908
"Bow Valley",0,578639.705160015,5671742.84619761
"Bow Valley",0,567273.793275153,5682274.57472615
"Bow Valley",0,574564.157748702,5685201.60532885
"Bow Valley",0,579604.186062995,5672216.11571798
"Bow Valley",0,567768.736955656,5689961.60005226
"Bow Valley",0,586422.318934156,5672180.58753909
"Bow Valley",0,583951.012258152,5681156.60904443
"Bow Valley",0,571890.059340172,5677221.92065331
"Bow Valley",0,564417.686278162,5682392.80205372
"Bow Valley",0,588830.678380393,5680113.53027852
"Bow Valley",0,598163.150028339,5668869.01341169
"Bow Valley",0,579113.136167736,5683707.47361071
"Bow Valley",0,590247.324065839,5668386.89232081
"Bow Valley",0,581914.142161376,5669353.72908728
"Bow Valley",0,589056.540514777,5683088.88977869
"Bow Valley",0,594213.611574465,5675538.72303075
"Bow Valley",0,574612.594584129,5681664.75923067
"Bow Valley",0,586995.947329137,5679126.4529148
"Bow Valley",0,589345.655978619,5664181.72666179
"Bow Valley",0,573875.955531703,5684634.38671266
"Bow Valley",0,594805.206851269,5671005.45541495
"Bow Valley",0,566233.044654148,5687873.19047137
"Bow Valley",0,567816.941159861,5678471.17484453
"Bow Valley",0,582212.112022218,5671863.33280083
"Bow Valley",0,573272.059166794,5676558.90393443
"Bow Valley",0,568337.707867327,5689289.4773787
"Bow Valley",0,571936.359193032,5686609.36050957
"Bow Valley",0,589292.570215327,5682751.29334232
"Bow Valley",0,578156.997453596,5682202.56336222
"Bow Valley",0,598549.515882298,5667669.66309201
"Bow Valley",0,576670.020000178,5673341.91911802
"Bow Valley",0,593123.283446053,5673500.83317002
"Bow Valley",0,579192.47913594,5672206.9678648
"Bow Valley",0,580373.842774163,5681497.86868008
"Bow Valley",0,583205.267144041,5673292.03962015
"Bow Valley",0,586125.828457578,5679222.67729308
"Bow Valley",0,581606.668939327,5669538.38434735
"Bow Valley",0,596730.541244348,5672961.38412194
"Bow Valley",0,577393.243099903,5677040.30305143
"Bow Valley",0,585886.691329983,5672666.12016037
"Bow Valley",0,564634.621202498,5691483.05222149
"Bow Valley",0,592430.381029688,5672929.0663265
"Bow Valley",0,591543.763754342,5670617.32836153
"Bow Valley",0,590595.127370904,5663915.53294592
"Bow Valley",0,565229.892244872,5691778.36842254
"Bow Valley",0,597962.677686777,5667339.65194251
"Bow Valley",0,564576.061928913,5682584.30275275
"Bow Valley",0,577980.986573445,5687470.51266958
"Bow Valley",0,577334.371146185,5678603.01695713
"Bow Valley",0,566233.215396027,5683702.19856328
"Bow Valley",0,588261.140047789,5667098.31310245
"Bow Valley",0,592885.516177285,5676001.76257809
"Bow Valley",0,592383.836346012,5663496.61126639
"Bow Valley",0,590899.291278362,5667149.88913631
"Bow Valley",0,588725.96374398,5676457.44217389
"Bow Valley",0,592605.317681425,5673697.8137195
"Bow Valley",0,568452.173763139,5679019.7926202
"Bow Valley",0,587147.161704734,5674454.0540753
"Bow Valley",0,583619.522658869,5680598.67451029
"Bow Valley",0,589783.097791445,5672351.6789494
"Bow Valley",0,587884.889684511,5680443.99347415
"Bow Valley",0,562833.438824393,5689257.58073469
"Bow Valley",0,581121.634064267,5671243.34860859
"Bow Valley",0,575639.77257277,5682081.22797788
"Bow Valley",0,565227.452763064,5686401.95941629
"Bow Valley",0,578275.783211583,5683884.955499
"Bow Valley",0,568752.968039676,5677917.69511956
"Bow Valley",0,572989.376646626,5677329.52504293
"Bow Valley",0,587764.03356108,5676801.9722577
"Bow Valley",0,574288.11415833,5675447.49786403
"Bow Valley",0,579396.254264088,5674873.63286767
"Bow Valley",0,589773.813297592,5667867.10979156
"Bow Valley",0,566955.133847074,5688017.58589551
"Bow Valley",0,576165.850411837,5683519.27754712
"Bow Valley",0,584920.948625465,5674994.28516911
"Bow Valley",0,576292.924430517,5678704.44868532
"Bow Valley",0,590126.323268858,5663941.7268059
"Bow Valley",0,590646.913964849,5678218.04060016
"Bow Valley",0,578273.955553386,5678627.64490121
"Bow Valley",0,566570.446232505,5690795.91037603
"Bow Valley",0,586265.667428573,5667913.37928463
"Bow Valley",0,582939.500776357,5679326.71822307
"Bow Valley",0,578523.622110171,5679110.81807958
"Bow Valley",0,588393.965554468,5664721.35784251
"Bow Valley",0,578860.745422436,5671205.26155028
"Bow Valley",0,589714.513344373,5662285.84053351
"Bow Valley",0,578967.268133027,5682254.18224955
"Bow Valley",0,568265.308329381,5685444.94457761
"Bow Valley",0,586348.321476639,5680348.61565343
"Bow Valley",0,590457.610665992,5678228.90366156
"Bow Valley",0,576166.370397674,5678845.50480923
"Bow Valley",0,586910.538672221,5670035.82092844
"Bow Valley",0,573397.258887426,5680790.66380885
"Bow Valley",0,586552.167844821,5672264.81890101
"Bow Valley",0,571945.972105892,5683108.36110858
"Bow Valley",0,587482.734506307,5680277.56723492
"Bow Valley",0,587114.833908551,5673251.14842055
"Bow Valley",0,580079.712953937,5682852.09146189
"Bow Valley",0,593234.49320387,5678256.45891238
"Bow Valley",0,587505.625156413,5682208.68155347
"Bow Valley",0,585421.534154925,5682226.87003704
"Bow Valley",0,596767.66091163,5667818.80988594
"Bow Valley",0,569233.727402804,5689438.48234207
"Bow Valley",0,585232.126469143,5676828.07870028
"Bow Valley",0,592519.194352031,5677956.62607713
"Bow Valley",0,586683.78201748,5672749.42401847
"Bow Valley",0,595017.850760751,5666668.63580524
"Bow Valley",0,573051.922618121,5676180.82608975
"Bow Valley",0,593448.770451945,5671908.8967473
"Bow Valley",0,585448.748512349,5671481.39777949
"Bow Valley",0,587503.566239011,5671524.33746523
"Bow Valley",0,586314.90251593,5674000.28752784
"Bow Valley",0,572988.138982108,5674407.44241719
"Bow Valley",0,572609.850508901,5681283.69221145
"Bow Valley",0,579225.659356891,5677548.41822368
"Bow Valley",0,576071.590827291,5684442.57449383
"Bow Valley",0,584642.75882418,5671660.04575565
"Bow Valley",0,588182.84759045,5664485.61745006
"Bow Valley",0,569790.940868582,5687754.1993142
"Bow Valley",0,577340.735567643,5680805.78701072
"Bow Valley",0,568730.140362544,5681080.9149609
"Bow Valley",0,598735.637971037,5668174.5705106
"Bow Valley",0,581869.26542259,5676559.13954662
"Bow Valley",0,567957.367703842,5685722.66704124
"Bow Valley",0,596566.088701534,5672086.50233555
"Bow Valley",0,597016.438890553,5669726.40438598
"Bow Valley",0,594953.449638279,5675717.20675542
"Bow Valley",0,593536.374834744,5677923.74236347
"Bow Valley",0,589382.430072307,5667701.3044396
"Bow Valley",0,587749.819592401,5678248.31888211
"Bow Valley",0,592510.100385072,5667423.40729798
"Bow Valley",0,573322.872956741,5681632.71780561
"Bow Valley",0,590421.656391997,5670895.74960128
"Bow Valley",0,588492.525950247,5667766.9488939
"Bow Valley",0,588069.079588305,5675547.53876055
"Bow Valley",0,566455.755972531,5684225.7711917
"Bow Valley",0,570178.089253074,5688463.46807259
"Bow Valley",0,566790.496999508,5686129.05778029
"Bow Valley",0,569692.289386581,5685641.70831542
"Bow Valley",0,581705.066842809,5676890.85229214
"Bow Valley",0,587532.140020941,5681960.29863613
"Bow Valley",0,592356.456236657,5662457.233201
"Bow Valley",0,565968.127084562,5691552.81802174
"Bow Valley",0,596585.718599472,5674074.78144311
"Bow Valley",0,566062.417439001,5683769.85249871
"Bow Valley",0,572168.167851614,5683490.29740562
"Bow Valley",0,563158.316908011,5686162.17771191
"Bow Valley",0,576708.099896088,5674528.26996677
"Bow Valley",0,575205.608806522,5687167.13486163
"Bow Valley",0,570892.841972095,5689092.20592016
"Bow Valley",0,576190.507460003,5686079.10626605
"Bow Valley",0,584406.360050962,5673609.43373735
"Bow Valley",0,587804.009654881,5668493.85283921
"Bow Valley",0,598075.521657084,5667047.95608725
"Bow Valley",0,591012.965065736,5670483.16687292
"Bow Valley",0,567284.972507491,5684589.4247888
"Bow Valley",0,588767.135196975,5682958.59201628
"Bow Valley",0,578844.612219955,5674379.93799474
"Bow Valley",0,581994.990713258,5679579.06748547
"Bow Valley",0,589272.321362784,5666637.59677246
"Bow Valley",0,591536.742110356,5678809.21639978
"Bow Valley",0,581256.04793883,5682199.86826817
"Bow Valley",0,579718.930941495,5682000.76194235
"Bow Valley",0,571088.209115743,5682985.34545875
"Bow Valley",0,592029.80922068,5680196.02129598
"Bow Valley",0,581053.024291677,5672094.80115104
"Bow Valley",0,594659.708396088,5671123.84442122
"Bow Valley",0,582251.665587109,5680848.34301778
"Bow Valley",0,580968.504186406,5678257.70526233
"Bow Valley",0,565135.103594704,5688733.01224927
"Bow Valley",0,577446.124686039,5676775.87582827
"Bow Valley",0,580582.373594098,5678666.79138762
"Bow Valley",0,587151.381977674,5678287.52610316
"Bow Valley",0,584525.83041939,5668844.38422755
"Bow Valley",0,588580.45785194,5681500.76669565
"Bow Valley",0,589464.479252978,5678909.12225759
"Bow Valley",0,590369.203251049,5667167.55729895
"Bow Valley",0,564591.756924782,5689253.41766842
"Bow Valley",0,596355.632582956,5671991.5400147
"Bow Valley",0,582172.927949465,5679248.65536053
"Bow Valley",0,573243.019318435,5685954.83860758
"Bow Valley",0,594230.963215744,5662745.60388848
"Bow Valley",0,588142.723904286,5669049.36851427
"Bow Valley",0,575713.82989219,5684944.72338981
"Bow Valley",0,589589.531826934,5675318.5349166
"Bow Valley",0,584784.429385906,5676250.25991629
"Bow Valley",0,584334.368308034,5671737.22325518
"Bow Valley",0,583801.706446081,5674600.0339094
"Bow Valley",0,566266.642344149,5689225.33746425
"Bow Valley",0,585601.685014414,5678679.77460943
"Bow Valley",0,575797.550539554,5683786.87279913
"Bow Valley",0,568340.961226331,5687201.88237739
"Bow Valley",0,593112.474868135,5670830.79866353
"Bow Valley",0,586621.306901506,5676172.136875
"Bow Valley",0,570006.261409138,5682584.91863701
"Bow Valley",0,592792.75000304,5672267.51561997
"Bow Valley",0,581445.97914973,5673076.63323599
"Bow Valley",0,576452.151972959,5677934.00047312
"Bow Valley",0,589092.282300862,5668619.88380471
"Bow Valley",0,582852.079798196,5675497.20600499
"Bow Valley",0,590396.082617766,5676689.68563543
"Bow Valley",0,594402.216236843,5672701.7582631
"Bow Valley",0,584692.707736336,5667139.78541463
"Bow Valley",0,597453.434762784,5672461.60932158
"Bow Valley",0,571712.908872896,5676366.34712838
"Bow Valley",0,574274.95666049,5685562.46090658
"Bow Valley",0,569974.83929297,5688329.96857155
"Bow Valley",0,588507.906063764,5677262.47994334
"Bow Valley",0,568417.977244368,5684456.37573035
"Bow Valley",0,581484.631902209,5679781.94222359
"Bow Valley",0,587351.028347313,5678281.73955066
"Bow Valley",0,593214.273119997,5666589.00411906
"Bow Valley",0,581730.155010287,5672929.38673341
"Bow Valley",0,567323.91637234,5680740.35412989
"Bow Valley",0,582385.35664448,5676668.00128998
"Bow Valley",0,580342.338101002,5672620.40156935
"Bow Valley",0,571190.04781153,5683075.98455264
"Bow Valley",0,567146.104417921,5679199.44563982
"Bow Valley",0,584307.013428068,5669553.12153295
"Bow Valley",0,568594.85004854,5687458.65815554
"Bow Valley",0,565353.306901017,5684485.49981194
"Bow Valley",0,586960.090547024,5667106.79511247
"Bow Valley",0,568994.812681843,5684105.89251922
"Bow Valley",0,578534.902854314,5672086.58864116
"Bow Valley",0,581441.446694778,5678995.9663063
"Bow Valley",0,566539.846950973,5691728.34096507
"Bow Valley",0,579628.018240346,5674282.27918299
"Bow Valley",0,565126.239943142,5689108.90251395
"Bow Valley",0,576915.931834853,5678381.68471993
"Bow Valley",0,591795.187795443,5669343.60989331
"Bow Valley",0,586362.33610081,5671672.11610498
"Bow Valley",0,586742.376045925,5682614.49338925
"Bow Valley",0,594736.319450531,5676261.83339188
"Bow Valley",0,582200.857975609,5678843.02914952
"Bow Valley",0,589191.770844532,5671345.80880605
"Bow Valley",0,592130.20095376,5671746.62237812
"Bow Valley",0,588273.257093312,5667952.26640522
"Bow Valley",0,578869.233779188,5673209.81453943
"Bow Valley",0,574201.744433846,5673871.63347753
"Bow Valley",0,573097.910577354,5684467.71008737
"Bow Valley",0,572328.643973541,5678269.156164
"Bow Valley",0,565616.424305187,5687833.81523589
"Bow Valley",0,584866.482909842,5666094.30320493
"Bow Valley",0,572815.66203414,5680151.08413064
"Bow Valley",0,575787.960697559,5676696.98238647
"Bow Valley",0,586956.64847883,5673037.57284138
"Bow Valley",0,581678.285238883,5669868.70671019
"Bow Valley",0,589377.493029538,5670266.81734873
"Bow Valley",0,592221.650288472,5665972.30191328
"Bow Valley",0,583606.518599759,5677522.27817108
"Bow Valley",0,579186.271185633,5679939.27631988
"Bow Valley",0,587859.202391138,5683352.52663202
"Bow Valley",0,588697.067354455,5665396.93805
"Bow Valley",0,594353.255229615,5663058.0891335
"Bow Valley",0,591319.960537361,5663703.30411202
"Bow Valley",0,583512.31116935,5681536.09950743
"Bow Valley",0,583430.294550059,5669592.01314343
"Bow Valley",0,582690.86859831,5670421.50506981
"Bow Valley",0,590326.515998527,5670117.86367697
"Bow Valley",0,574185.289427755,5686954.74495479
"Bow Valley",0,588353.809700177,5669060.09985805
"Bow Valley",0,580167.18697761,5670477.24101276
"Bow Valley",0,571584.11997235,5683299.80858464
"Bow Valley",0,568201.989588776,5685099.19201152
"Bow Valley",0,592031.217705729,5676265.15162527
"Bow Valley",0,572705.746429505,5680433.25311496
"Bow Valley",0,587352.569961739,5668741.66215563
"Bow Valley",0,562897.21171148,5686761.9608179
"Bow Valley",0,583129.64799697,5676057.54904296
"Bow Valley",0,592638.694607716,5664639.72958897
"Bow Valley",0,580709.595738219,5683377.6367116
"Bow Valley",0,586540.071764073,5666998.82853148
"Bow Valley",0,576923.052954467,5682358.58559184
"Bow Valley",0,566561.250544005,5689059.22555276
"Bow Valley",0,584570.440881942,5669192.73381573
"Bow Valley",0,592225.156089931,5670017.32006274
"Bow Valley",0,580246.997760036,5679246.67977448
"Bow Valley",0,590964.237467498,5675022.3245153
"Bow Valley",0,574287.559015641,5686106.35550611
"Bow Valley",0,584557.430740513,5672338.48118937
"Bow Valley",0,584928.023079011,5678219.53203382
"Bow Valley",0,595934.410208707,5666344.87651022
"Bow Valley",0,570635.269790157,5678209.13596347
"Bow Valley",0,577650.422430452,5686126.74371375
"Bow Valley",0,578747.465762339,5675153.0743381
"Bow Valley",0,567081.534414969,5683197.37165621
"Bow Valley",0,595688.743668013,5664271.5853705
"Bow Valley",0,589514.712496067,5676287.92499646
"Bow Valley",0,562965.560993031,5686562.11380322
"Bow Valley",0,583296.438710782,5672514.81843434
"Bow Valley",0,597412.208603874,5671354.39751859
"Bow Valley",0,577984.699890344,5682857.85163095
"Bow Valley",0,574614.37783965,5686511.77268079
"Bow Valley",0,574177.707624913,5677853.54045263
"Bow Valley",0,583551.824613656,5671984.86423646
"Bow Valley",0,591561.577136263,5681134.89275663
"Bow Valley",0,578335.136288965,5685007.28185904
"Bow Valley",0,596307.046888016,5669967.64995041
"Bow Valley",0,579102.294110848,5684542.77344151
"Bow Valley",0,576766.294282968,5683116.25760166
"Bow Valley",0,578006.038369355,5685834.28245387
"Bow Valley",0,566928.499381085,5690602.33994585
"Bow Valley",0,581925.793909498,5672248.34866168
"Bow Valley",0,589426.837860805,5669488.83241171
"Bow Valley",0,583207.997615872,5669205.43840083
"Bow Valley",0,585489.432794317,5668256.59045336
"Bow Valley",0,580962.060152986,5681337.3410196
"Bow Valley",0,570321.563108765,5678798.32540843
"Bow Valley",0,584439.620067393,5671495.2005554
"Bow Valley",0,573569.549136165,5676145.21543948
"Bow Valley",0,589287.104404062,5675286.20807725
"Bow Valley",0,568735.491509862,5681395.21053561
"Bow Valley",0,580408.263316278,5678898.31979542
"Bow Valley",0,594005.615509217,5673616.84639875
"Bow Valley",0,590799.78469747,5662538.07099207
"Bow Valley",0,587487.293719967,5679319.98079796
"Bow Valley",0,584043.340549128,5676529.6387136
"Bow Valley",0,586491.226513162,5676335.66827722
"Bow Valley",0,570768.054381007,5684492.83014448
"Bow Valley",0,592056.202150442,5662327.50956689
"Bow Valley",0,593147.109785776,5678258.51016372
"Bow Valley",0,568026.009356172,5685085.85269888
"Bow Valley",0,590687.734260053,5680017.85956749
"Bow Valley",0,570042.805414642,5689338.2310979
"Bow Valley",0,581293.199555764,5682162.32652449
"Bow Valley",0,592857.005586805,5677500.4839588
"Bow Valley",0,593027.723984303,5676553.15537493
"Bow Valley",0,576455.583493223,5675294.38076967
"Bow Valley",0,580478.164664055,5682830.31987008
"Bow Valley",0,584777.799299942,5678110.61668976
"Bow Valley",0,572779.364021734,5684309.75889527
"Bow Valley",0,587154.539111946,5683453.7885712
"Bow Valley",0,583475.450131708,5670052.63847124
"Bow Valley",0,589319.419511269,5682594.79732268
"Bow Valley",0,587108.437074276,5669574.71009414
"Bow Valley",0,592975.942476436,5662311.10936267
"Bow Valley",0,579513.419223895,5680740.3144122
"Bow Valley",0,577732.633893685,5678147.44365051
